ES_PRECLUSIÓN,DEPARTAMENTO_HECHO,MUNICIPIO_HECHO,AÑO_HECHOS,AÑO_ENTRADA,AÑO_DENUNCIA,DELITO,TOTAL_PROCESOS,shape_leng,shape_area,dpto_narea
NO,Atlántico,POLONUEVO,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,2.57160117315,0.27382342738,3314.45839315
NO,Risaralda,DOSQUEBRADAS,2023,2024,2024,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,1,4.85153003237,0.28978864568,3556.75006367
NO,Santander,GIRÓN,2020,2020,2020,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,18,11.8780221134,2.49910965538,30561.565448
NO,Santander,SAN GIL,2021,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,11.8780221134,2.49910965538,30561.565448
NO,Tolima,IBAGUÉ,2020,2020,2020,"INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009",2,9.55010974311,1.96502937926,24139.432402
NO,Norte de Santander,CÚCUTA,2023,2024,2024,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,13,10.7038112357,1.79232544093,21856.7542768
NO,Antioquia,GUARNE,2020,2020,2020,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,21.4927974328,5.13510342668,62807.0043767
NO,Bolívar,CARTAGENA,2020,2021,2021,"INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009",2,16.2734304452,2.19566893448,26720.3286039
NO,Valle del Cauca,JAMUNDÍ,2023,2023,2023,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,14,12.6568228841,1.67948958582,20665.581324
NO,Huila,NEIVA,2021,2021,2021,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,8,19.3941026673,4.50890774976,18141.6605485
NO,Cundinamarca,LA CALERA,2020,2020,2020,USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009,3,13.1242523552,1.82362856343,22370.4571891
NO,Cundinamarca,ANAPOIMA,2023,2023,2023,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,5,13.1242523552,1.82362856343,22370.4571891
NO,"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,2020,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,0.68336186825,0.0040493478848,49.4176928211
NO,Tolima,IBAGUÉ,2020,2020,2020,DAÑO INFORMATICO ART 269D LEY 1273 DE 2009,4,9.55010974311,1.96502937926,24139.432402
NO,Risaralda,PEREIRA,2022,2022,2022,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,5,4.85153003237,0.28978864568,3556.75006367
NO,Antioquia,SAN JERÓNIMO,2022,2022,2022,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,2,21.4927974328,5.13510342668,62807.0043767
NO,Antioquia,CAREPA,2022,2022,2022,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,1,21.4927974328,5.13510342668,62807.0043767
NO,Valle del Cauca,TULUÁ,2020,2020,2020,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,4,12.6568228841,1.67948958582,20665.581324
NO,Cundinamarca,CAJICÁ,2020,2020,2020,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,10,13.1242523552,1.82362856343,22370.4571891
NO,Antioquia,APARTADÓ,2022,2022,2022,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,10,21.4927974328,5.13510342668,62807.0043767
NO,Boyaca,SAMACÁ,2023,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,2,15.906766577,1.88838670901,23137.9976372
NO,Norte de Santander,PUERTO SANTANDER,2020,2020,2020,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,1,10.7038112357,1.79232544093,21856.7542768
NO,Boyaca,TIBASOSA,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,4,15.906766577,1.88838670901,23137.9976372
NO,Nariño,EL TABLÓN DE GÓMEZ,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,12.8395081019,2.54843109135,31497.0335099
NO,Bolívar,SAN JACINTO,2021,2021,2021,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,16.2734304452,2.19566893448,26720.3286039
NO,Amazonas,LETICIA,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,3,25.3559773719,8.8774799889,109497.053788
NO,Caldas,CHINCHINÁ,2021,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,6.66450211841,0.60549767869,7425.22016079
NO,Santander,FLORIDABLANCA,2021,2024,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,11.8780221134,2.49910965538,30561.565448
NO,Nariño,TANGUA,2020,2020,2020,"INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009",1,12.8395081019,2.54843109135,31497.0335099
NO,Santander,LEBRÍJA,2021,2021,2021,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,2,11.8780221134,2.49910965538,30561.565448
NO,Santander,BARRANCABERMEJA,2021,2021,2021,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,1,11.8780221134,2.49910965538,30561.565448
NO,Antioquia,SAN JERÓNIMO,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,21.4927974328,5.13510342668,62807.0043767
NO,Cesar,SAN ALBERTO,2022,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,12.5722523685,1.85820475345,22565.3114034
NO,Córdoba,MONTERÍA,2023,2023,2023,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,9.71124758822,2.05751146679,25086.2825214
NO,Sucre,OVEJAS,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,3,8.55910984351,0.87080658833,10591.8002183
NO,Norte de Santander,CÚCUTA,2020,2022,2020,"VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1",1,10.7038112357,1.79232544093,21856.7542768
NO,Antioquia,SAN JERÓNIMO,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,3,21.4927974328,5.13510342668,62807.0043767
NO,Putumayo,MOCOA,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,8,12.7079224606,2.10796483335,25976.2831054
NO,Valle del Cauca,VERSALLES,2021,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,12.6568228841,1.67948958582,20665.581324
NO,Antioquia,GIRARDOTA,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,21.4927974328,5.13510342668,62807.0043767
NO,Magdalena,ZONA BANANERA,2021,2021,2021,OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009,1,10.8137685322,1.90926645339,23135.9407566
SI,Antioquia,ITAGUI,2021,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,21.4927974328,5.13510342668,62807.0043767
NO,Cauca,VILLA RICA,2021,2021,2021,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,1,13.9531135167,2.5344153441,31242.8671159
NO,Casanare,PAZ DE ARIPORO,2020,2020,2020,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,12.1327629426,3.6150628285,44394.2358513
NO,Antioquia,SONSON,2023,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,21.4927974328,5.13510342668,62807.0043767
NO,Caldas,MANIZALES,2020,2020,2020,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,3,6.66450211841,0.60549767869,7425.22016079
NO,Santander,MÁLAGA,2021,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,11.8780221134,2.49910965538,30561.565448
NO,Atlántico,SABANALARGA,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,2.57160117315,0.27382342738,3314.45839315
NO,Cauca,EL TAMBO,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,13.9531135167,2.5344153441,31242.8671159
NO,Boyaca,TURMEQUÉ,2021,2021,2021,"INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009",1,15.906766577,1.88838670901,23137.9976372
NO,Antioquia,TURBO,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,21.4927974328,5.13510342668,62807.0043767
NO,Norte de Santander,VILLA DEL ROSARIO,2023,2024,2024,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,10.7038112357,1.79232544093,21856.7542768
NO,Nariño,FUNES,2020,2020,2020,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,12.8395081019,2.54843109135,31497.0335099
NO,Atlántico,GALAPA,2023,2024,2024,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,2.57160117315,0.27382342738,3314.45839315
NO,Tolima,FALAN,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,9.55010974311,1.96502937926,24139.432402
NO,La Guajira,RIOHACHA,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,3,10.792601093,1.70697645445,20620.2390234
NO,Tolima,FLANDES,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,3,9.55010974311,1.96502937926,24139.432402
NO,Bolívar,CARTAGENA,2023,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,1,16.2734304452,2.19566893448,26720.3286039
NO,Atlántico,MALAMBO,2021,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,4,2.57160117315,0.27382342738,3314.45839315
NO,Santander,PUENTE NACIONAL,2020,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,11.8780221134,2.49910965538,30561.565448
NO,Norte de Santander,OCANA,2023,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,1,10.7038112357,1.79232544093,21856.7542768
NO,Caquetá,FLORENCIA,2022,2022,2022,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,21.2186395305,7.54024098645,92831.2825956
NO,Bolívar,ARJONA,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,16.2734304452,2.19566893448,26720.3286039
NO,Norte de Santander,CÚCUTA,2021,2022,2022,"DAÑO INFORMATICO ART 269D LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1",1,10.7038112357,1.79232544093,21856.7542768
NO,Cauca,CAJIBÍO,2021,2021,2021,"INTERCEPTACION DE DATOS INFORMATICOS, ART 269C LEY 1273 DE 2009",1,13.9531135167,2.5344153441,31242.8671159
NO,Córdoba,SAN BERNARDO DEL VIENTO,2021,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,9.71124758822,2.05751146679,25086.2825214
NO,Córdoba,PLANETA RICA,2020,2020,2020,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,1,9.71124758822,2.05751146679,25086.2825214
NO,Caquetá,VALPARAÍSO,2021,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,21.2186395305,7.54024098645,92831.2825956
NO,Santander,SAN VICENTE DE CHUCURÍ,2020,2020,2020,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,1,11.8780221134,2.49910965538,30561.565448
NO,Tolima,PURIFICACIÓN,2023,2023,2023,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,9.55010974311,1.96502937926,24139.432402
NO,Antioquia,COPACABANA,2020,2020,2020,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,1,21.4927974328,5.13510342668,62807.0043767
NO,Casanare,VILLANUEVA,2020,2020,2020,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,1,12.1327629426,3.6150628285,44394.2358513
NO,Quindío,CIRCASIA,2023,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,1,2.5548254469,0.15742372943,1933.57084668
NO,Cundinamarca,RICAURTE,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,13.1242523552,1.82362856343,22370.4571891
NO,Caldas,SALAMINA,2021,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,6.66450211841,0.60549767869,7425.22016079
NO,Valle del Cauca,CANDELARIA,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,29,12.6568228841,1.67948958582,20665.581324
NO,Meta,MESETAS,2022,2022,2022,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,2,18.1945932784,6.73617147417,82830.3839042
NO,Norte de Santander,CÚCUTA,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,55,10.7038112357,1.79232544093,21856.7542768
NO,Caldas,MANIZALES,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,128,6.66450211841,0.60549767869,7425.22016079
NO,La Guajira,DIBULLA,2022,2022,2022,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,10.792601093,1.70697645445,20620.2390234
NO,Cesar,LA GLORIA,2022,2022,2022,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,12.5722523685,1.85820475345,22565.3114034
NO,Santander,CURITÍ,2021,2021,2021,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,2,11.8780221134,2.49910965538,30561.565448
NO,Norte de Santander,OCANA,2021,2021,2021,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,4,10.7038112357,1.79232544093,21856.7542768
NO,Cauca,CORINTO,2022,2022,2022,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,1,13.9531135167,2.5344153441,31242.8671159
NO,Norte de Santander,CÚCUTA,2020,2020,2020,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,9,10.7038112357,1.79232544093,21856.7542768
NO,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,3.76537101301,0.13220788538,1622.8529796
NO,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2022,2022,2022,OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009,18,3.76537101301,0.13220788538,1622.8529796
NO,Antioquia,ARBOLETES,2021,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,21.4927974328,5.13510342668,62807.0043767
NO,Tolima,LÍBANO,2021,2021,2021,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,3,9.55010974311,1.96502937926,24139.432402
NO,Nariño,PASTO,2022,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,4,12.8395081019,2.54843109135,31497.0335099
NO,Nariño,IPIALES,2023,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,6,12.8395081019,2.54843109135,31497.0335099
NO,Meta,CASTILLA LA NUEVA,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,2,18.1945932784,6.73617147417,82830.3839042
NO,Quindío,CALARCA,2023,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,5,2.5548254469,0.15742372943,1933.57084668
NO,Atlántico,PALMAR DE VARELA,2021,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,2.57160117315,0.27382342738,3314.45839315
NO,Valle del Cauca,BUENAVENTURA,2020,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,12.6568228841,1.67948958582,20665.581324
NO,Santander,PUERTO WILCHES,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,11.8780221134,2.49910965538,30561.565448
NO,Quindío,CALARCA,2023,2023,2023,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,2.5548254469,0.15742372943,1933.57084668
NO,Cundinamarca,GIRARDOT,2023,2023,2023,DAÑO INFORMATICO ART 269D LEY 1273 DE 2009,1,13.1242523552,1.82362856343,22370.4571891
NO,Cauca,SANTANDER DE QUILICHAO,2023,2024,2024,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,3,13.9531135167,2.5344153441,31242.8671159
NO,Caldas,SALAMINA,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,4,6.66450211841,0.60549767869,7425.22016079
NO,Risaralda,PEREIRA,2022,2022,2022,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,2,4.85153003237,0.28978864568,3556.75006367
NO,Casanare,AGUAZUL,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,11,12.1327629426,3.6150628285,44394.2358513
NO,Cauca,JAMBALÓ,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,3,13.9531135167,2.5344153441,31242.8671159
NO,Boyaca,DUITAMA,2020,2020,2020,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,3,15.906766577,1.88838670901,23137.9976372
NO,Antioquia,MEDELLÍN,2022,2022,2022,USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009,6,21.4927974328,5.13510342668,62807.0043767
NO,Valle del Cauca,BUENAVENTURA,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,12,12.6568228841,1.67948958582,20665.581324
NO,Valle del Cauca,CALIMA,2020,2020,2020,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,12.6568228841,1.67948958582,20665.581324
NO,Antioquia,ENVIGADO,2022,2022,2022,"ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR REVELAR O DAR A CONOCER EL CONTENIDO DE LA INFORMACION EN PERJUICIO DE OTRO ART. 269H N4",1,21.4927974328,5.13510342668,62807.0043767
NO,Cundinamarca,CHIPAQUE,2023,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,13.1242523552,1.82362856343,22370.4571891
NO,Cundinamarca,FUSAGASUGÁ,2020,2020,2020,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,7,13.1242523552,1.82362856343,22370.4571891
NO,Córdoba,PUEBLO NUEVO,2021,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,9.71124758822,2.05751146679,25086.2825214
NO,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2023,2024,2024,"SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3",2,3.76537101301,0.13220788538,1622.8529796
NO,Antioquia,MEDELLÍN,2021,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,3,21.4927974328,5.13510342668,62807.0043767
NO,Cundinamarca,GIRARDOT,2021,2021,2021,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,10,13.1242523552,1.82362856343,22370.4571891
NO,Santander,LEBRÍJA,2021,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,11.8780221134,2.49910965538,30561.565448
NO,Antioquia,LA ESTRELLA,2023,2024,2024,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,3,21.4927974328,5.13510342668,62807.0043767
NO,Córdoba,MONTERÍA,2023,2024,2024,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,1,9.71124758822,2.05751146679,25086.2825214
NO,Valle del Cauca,GUADALAJARA DE BUGA,2020,2021,2021,"OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3",1,12.6568228841,1.67948958582,20665.581324
NO,Antioquia,RIONEGRO,2023,2023,2023,SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009,2,21.4927974328,5.13510342668,62807.0043767
NO,Magdalena,PIVIJAY,2020,2021,2021,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,10.8137685322,1.90926645339,23135.9407566
NO,Nariño,TUMACO,2023,2023,2023,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,1,12.8395081019,2.54843109135,31497.0335099
NO,Norte de Santander,PAMPLONA,2022,2022,2022,TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009,2,10.7038112357,1.79232544093,21856.7542768
NO,Tolima,RIOBLANCO,2022,2022,2022,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,9.55010974311,1.96502937926,24139.432402
NO,Bolívar,ARJONA,2023,2023,2023,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,16.2734304452,2.19566893448,26720.3286039
NO,Cundinamarca,SOACHA,2021,2021,2021,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,1,13.1242523552,1.82362856343,22370.4571891
NO,Cundinamarca,GRANADA,2023,2023,2023,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,13.1242523552,1.82362856343,22370.4571891
NO,Atlántico,GALAPA,2023,2023,2023,HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009,2,2.57160117315,0.27382342738,3314.45839315
NO,Bolívar,MARÍA LA BAJA,2020,2020,2020,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,16.2734304452,2.19566893448,26720.3286039
NO,Córdoba,SAN ANDRÉS SOTAVENTO,2022,2022,2022,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,2,9.71124758822,2.05751146679,25086.2825214
NO,Cauca,PATÍA,2023,2024,2024,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,13.9531135167,2.5344153441,31242.8671159
NO,Antioquia,SABANETA,2020,2020,2020,ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009,1,21.4927974328,5.13510342668,62807.0043767
NO,Guaviare,SAN JOSÉ DEL GUAVIARE,2023,2023,2023,DAÑO INFORMATICO ART 269D LEY 1273 DE 2009,1,19.3941026673,4.50890774976,55543.8675122
NO,Meta,PUERTO LÓPEZ,2022,2022,2022,VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009,1,18.1945932784,6.73617147417,82830.3839042
